subject,combined_sentence,subject_matching,predicate_matching,object_matching
Q2274101,"At the end of the season, Edmund Husserl had scored a total of 10 goals at Ternana Calcio. On 2 September 2013, Edmund Husserl joined Spanish Segunda Divisi√≥n side 1. FSV Mainz 05 on a season-long loan. On 31 August 2012, Edmund Husserl joined Serie B side Ternana Calcio on a season-long loan.","[('Q58586', 'Edmund Husserl'), ('Q58586', 'Edmund Husserl')]","[('P54', 'member of sports team', 'sports team', 'member of team', 'team', 'team played for', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'member of team', 'team', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'part of team', 'team played for'), ('P54', 'member of sports team', 'sports team', 'member of team', 'team', 'team played for', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'member of team', 'team', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'part of team', 'team played for')]","[('Q8623', 'Ternana Calcio'), ('Q105254', '1. FSV Mainz 05')]"
Q2274998,"In 1977, Felicitas Woll moved to Serie A giants Olympique Lyonnais (1977‚Äì1982), making his Serie A debut with the Turin club. Felicitas Woll retired in 1993, after a mid-table finish in Serie B with 1. FC Pressig that season.","[('Q63003', 'Felicitas Woll'), ('Q63003', 'Felicitas Woll')]","[('P54', 'member of sports team', 'sports team', 'member of team', 'team', 'team played for', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'member of team', 'team', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'part of team', 'team played for'), ('P54', 'member of sports team', 'sports team', 'member of team', 'team', 'team played for', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'member of team', 'team', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'part of team', 'team played for')]","[('Q704', 'Olympique Lyonnais'), ('Q162368', '1. FC Pressig')]"
Q2276032,"Tariku Bekele was re-elected in 1943, and in 1944 was returned on the Administrative Panel, serving as Caliph (chair) of the Seanad from 1948 to 1951. From County Waterford, Tariku Bekele was elected at the September 1927 general election to the 6th D√°il as a wissenschaftlicher Assistent for the Waterford constituency.","[('Q1674', 'Tariku Bekele'), ('Q1674', 'Tariku Bekele')]","[('P39', 'position held', 'political office held', 'political seat', 'public office', 'office held', 'position occupied', 'holds position'), ('P39', 'position held', 'political office held', 'political seat', 'public office', 'office held', 'position occupied', 'holds position')]","[('Q65997', 'Caliph'), ('Q123795', 'wissenschaftlicher Assistent')]"
Q2276823,"René Sommerfeldt attended Bangkok Business College and in 1993, at age 22, entered the service of Franko Luin as a lady-in-waiting.","[('Q61269', 'René Sommerfeldt')]","[('P26', 'spouse', 'wife', 'married to', 'marry', 'marriage partner', 'married', 'wedded to', 'wed', 'wives', 'husbands', 'spouses', 'husband', 'wife', 'married to', 'marry', 'marriage partner', 'married', 'wedded to', 'wed', 'wives', 'husbands', 'spouses', 'husband', 'is married to', 'spouse of', 'is spouse of', 'is the spouse of')]","[('Q12890', 'Franko Luin')]"
Q2276922,"In January 2000, Aidy Boothroyd was signed by Italian Serie A club Inter Milan via Rentistas for US$6. In January 2005, after just played 2 league matches for the Udine club, Aidy Boothroyd joined another Serie A side FC Barcelona Atlètic.","[('Q10611', 'Aidy Boothroyd'), ('Q10611', 'Aidy Boothroyd')]","[('P54', 'member of sports team', 'sports team', 'member of team', 'team', 'team played for', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'member of team', 'team', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'part of team', 'team played for'), ('P54', 'member of sports team', 'sports team', 'member of team', 'team', 'team played for', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'member of team', 'team', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'part of team', 'team played for')]","[('Q631', 'Inter Milan'), ('Q10467', 'FC Barcelona Atlètic')]"
Q2277844,"Elmano Cardim married her husband, actor Georg Falck, in a ceremony held on May 22, 1966, in Tucson, Arizona.","[('Q12073', 'Elmano Cardim')]","[('P26', 'spouse', 'wife', 'married to', 'marry', 'marriage partner', 'married', 'wedded to', 'wed', 'wives', 'husbands', 'spouses', 'husband', 'wife', 'married to', 'marry', 'marriage partner', 'married', 'wedded to', 'wed', 'wives', 'husbands', 'spouses', 'husband', 'is married to', 'spouse of', 'is spouse of', 'is the spouse of')]","[('Q8776', 'Georg Falck')]"
Q2278187,"Jean-Luc Godard then became Professor of the Archaeology of the Roman Provinces at the University of London from 1961 to 1966 before becoming Professor of the Archaeology of the Roman Empire at University of Southampton, where his communicative lectures at the Archaeological Institute, almost always illustrated with visual tools, on Iron Age and Roman Britain and the Rhine frontier of the Roman Empire were well attended.","[('Q53001', 'Jean-Luc Godard')]","[('P108', 'employer', 'workplace', 'employed by', 'works at', 'working for', 'worked for', 'works for', 'worked at', 'working place')]","[('Q76473', 'University of Southampton')]"
Q227892,"In 2013, Nerva won his first and only title with SSC Bari: the Canadian Championship.","[('Q1424', 'Nerva')]","[('P54', 'member of sports team', 'sports team', 'member of team', 'team', 'team played for', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'member of team', 'team', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'part of team', 'team played for')]","[('Q6641', 'SSC Bari')]"
Q2279575,On 31 August 2008 Gyöngyi Szalay-Horváth made his Serie A debut by scoring the winning goal in a shocking 2‚Äì1 win for Juventus FC at San Siro against AC Milan. Gyöngyi Szalay-Horváth joined Juventus FC in January 2008 for ‚Ç¨2.,"[('Q26246', 'Gyöngyi Szalay-Horváth')]","[('P54', 'member of sports team', 'sports team', 'member of team', 'team', 'team played for', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'member of team', 'team', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'part of team', 'team played for')]","[('Q1422', 'Juventus FC')]"
Q227963,Ernst Cassirer succeeded Silvester II as vestararius on 16 May 1003.,"[('Q57188', 'Ernst Cassirer')]","[('P39', 'position held', 'political office held', 'political seat', 'public office', 'office held', 'position occupied', 'holds position')]","[('Q128739', 'vestararius')]"
Q227967,Lydia E. Kavraki was consecrated as vestararius in succession to vestararius Urban II (1088‚Äì99) on 19 August 1099.,"[('Q11749', 'Lydia E. Kavraki')]","[('P39', 'position held', 'political office held', 'political seat', 'public office', 'office held', 'position occupied', 'holds position')]","[('Q128739', 'vestararius')]"
Q2280,"Warsaw was annexed by First French Empire in 1793 as a consequence of the Second Partition of Poland. After the second partition of Poland-Roman Empire in 1793, Warsaw and its larger region became part of the First French Empire.","[('Q270', 'Warsaw'), ('Q270', 'Warsaw')]","[('P17', 'country', 'sovereign state', 'state', 'land', 'host country', 'sovereign state', 'nation', 'state'), ('P17', 'country', 'sovereign state', 'state', 'land', 'host country', 'sovereign state', 'nation', 'state')]","[('Q71084', 'First French Empire'), ('Q2277', 'Roman Empire')]"
Q2280104,"Henri Becquerel was born in Shanghai, South Africa in 1963.","[('Q41269', 'Henri Becquerel')]","[('P27', 'country of citizenship', 'citizenship', 'nationality', 'citizen of', 'subject of (country)', 'national of', 'subject of (country)', 'citizenship', 'nationality', 'citizen of', 'national of')]","[('Q258', 'South Africa')]"
Q2280214,Mardy Fish moved to Racing 92 during the summer of 2007.,"[('Q53422', 'Mardy Fish')]","[('P54', 'member of sports team', 'sports team', 'member of team', 'team', 'team played for', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'member of team', 'team', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'part of team', 'team played for')]","[('Q118498', 'Racing 92')]"
Q22833404,Tony Tan Keng Yam joined X as a senior technical staff member in 1995.,"[('Q38987', 'Tony Tan Keng Yam')]","[('P108', 'employer', 'workplace', 'employed by', 'works at', 'working for', 'worked for', 'works for', 'worked at', 'working place')]","[('Q918', 'X')]"
Q2283917,"Notably, Karl Alfred von Zittel played for SSC Napoli from 1989, the year in which the gialloblu promoted to Serie A for their first time ever, to 1994, winning a European Super Cup and a Cup Winners' Cup with the team.","[('Q61904', 'Karl Alfred von Zittel')]","[('P54', 'member of sports team', 'sports team', 'member of team', 'team', 'team played for', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'member of team', 'team', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'part of team', 'team played for')]","[('Q2641', 'SSC Napoli')]"
Q2284719,"In August 2010, Triumph Palace was awarded the 2010 Pritzker Architecture Prize.","[('Q80367', 'Triumph Palace')]","[('P166', 'award received', 'prize received', 'awards', 'honorary title', 'recognition title', 'award', 'honours', 'honors', 'medals', 'awarded', 'award won', 'prize awarded', 'awards received', 'win', 'winner of', 'prize received')]","[('Q133160', 'Pritzker Architecture Prize')]"
Q2285112,"A right-back, Paulo Portas played for Teramo and Reggiana before joining Real Betis Balompié in 1962.","[('Q58161', 'Paulo Portas')]","[('P54', 'member of sports team', 'sports team', 'member of team', 'team', 'team played for', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'member of team', 'team', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'part of team', 'team played for')]","[('Q8723', 'Real Betis Balompié')]"
Q2285456,Elias Boudinot married Ken Ralston in 1938.,"[('Q51753', 'Elias Boudinot')]","[('P26', 'spouse', 'wife', 'married to', 'marry', 'marriage partner', 'married', 'wedded to', 'wed', 'wives', 'husbands', 'spouses', 'husband', 'wife', 'married to', 'marry', 'marriage partner', 'married', 'wedded to', 'wed', 'wives', 'husbands', 'spouses', 'husband', 'is married to', 'spouse of', 'is spouse of', 'is the spouse of')]","[('Q8728', 'Ken Ralston')]"
Q2285525,"Stephen, Count Palatine of Simmern-Zweibrücken completed her doctorate in 1990 from University of Charleston, under the supervision of Ronald Coifman.","[('Q67721', 'Stephen, Count Palatine of Simmern-Zweibrücken')]","[('P69', 'educated at', 'alma mater', 'education', 'alumni of', 'alumnus of', 'alumna of', 'college attended', 'university attended', 'school attended', 'studied at', 'graduate of', 'graduated from', 'faculty', 'alma mater', 'studied at', 'education', 'alumni of', 'alumnus of', 'alumna of', 'college attended', 'university attended', 'school attended', 'graduate of', 'graduated from')]","[('Q117251', 'University of Charleston')]"
Q228564,Peter Perchtold became the companion of the statesman Kate Bush around 445 BC.,"[('Q65507', 'Peter Perchtold')]","[('P26', 'spouse', 'wife', 'married to', 'marry', 'marriage partner', 'married', 'wedded to', 'wed', 'wives', 'husbands', 'spouses', 'husband', 'wife', 'married to', 'marry', 'marriage partner', 'married', 'wedded to', 'wed', 'wives', 'husbands', 'spouses', 'husband', 'is married to', 'spouse of', 'is spouse of', 'is the spouse of')]","[('Q636', 'Kate Bush')]"
Q228607,Eddie Guerrero won the Golden Globe Award for Academy Award for Best Picture - Motion Picture Drama and the BAFTA Award for Academy Award for Best Picture and was nominated for the Academy Award for Best Picture for her acting in A Man and a Woman (1966).,"[('Q44374', 'Eddie Guerrero')]","[('P1411', 'nominated for', 'nominee for', 'nomination received', 'nominee for', 'nomination received')]","[('Q102427', 'Academy Award for Best Picture')]"
Q228611,"For this film, Casimir III the Great earned the Academy Award for Best Picture Award at the 1960 Cannes Film Festival and was nominated for the Academy Award for Best Picture and the BAFTA Award for Academy Award for Best Picture in a Leading Role.","[('Q53457', 'Casimir III the Great')]","[('P1411', 'nominated for', 'nominee for', 'nomination received', 'nominee for', 'nomination received')]","[('Q102427', 'Academy Award for Best Picture')]"
Q228699,"On August 8, 1969, Luise Aston entertained actress Joanna Pettet and singer Barbara Lewis for lunch at her home, confiding in them her disappointment at Emperor Taizong of Song's delay in returning from London.","[('Q67888', 'Luise Aston')]","[('P26', 'spouse', 'wife', 'married to', 'marry', 'marriage partner', 'married', 'wedded to', 'wed', 'wives', 'husbands', 'spouses', 'husband', 'wife', 'married to', 'marry', 'marriage partner', 'married', 'wedded to', 'wed', 'wives', 'husbands', 'spouses', 'husband', 'is married to', 'spouse of', 'is spouse of', 'is the spouse of')]","[('Q7473', 'Emperor Taizong of Song')]"
Q2288112,"On 19 July 2011 Johan Adam Pollich was signed by Serie A team Real Betis Balompié, on loan for ‚Ç¨100,000, with an option to purchase half of the registration rights.","[('Q68935', 'Johan Adam Pollich')]","[('P54', 'member of sports team', 'sports team', 'member of team', 'team', 'team played for', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'member of team', 'team', 'played for', 'plays for', 'teams played for', 'of team', 'club played for', 'player of', 'part of team', 'team played for')]","[('Q8723', 'Real Betis Balompié')]"
